train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.8050360679626465,0.21875,0,0,,
0.7893298864364624,0.2578125,0,1,,
0.7789666652679443,0.296875,0,2,,
0.7478114366531372,0.3046875,0,3,,
0.7590672373771667,0.2734375,0,4,,
0.7670105695724487,0.3359375,0,5,,
0.7768772840499878,0.296875,0,6,,
0.7778342366218567,0.265625,0,7,,
0.7484744787216187,0.3125,0,8,,
0.7692512273788452,0.2734375,0,9,,
0.7658129930496216,0.3359375,0,10,,
0.763015627861023,0.265625,0,11,,
0.7744054198265076,0.265625,0,12,,
0.7505826354026794,0.3359375,0,13,,
0.7556918263435364,0.2734375,0,14,,
0.752292811870575,0.265625,0,15,,
0.7748008370399475,0.296875,0,16,,
0.7821808457374573,0.3046875,0,17,,
0.7719295024871826,0.296875,0,18,,
0.7389471530914307,0.328125,0,19,,
0.7434682250022888,0.3515625,0,20,,
0.7288731932640076,0.34375,0,21,,
0.7639276385307312,0.2890625,0,22,,
0.7490598559379578,0.296875,0,23,,
0.7548092007637024,0.2734375,0,24,,
0.77955162525177,0.296875,0,25,,
0.739391028881073,0.3046875,0,26,,
0.7721172571182251,0.25,0,27,,
0.7836757898330688,0.296875,0,28,,
0.7345606684684753,0.3515625,0,29,,
0.7075046300888062,0.40625,0,30,,
0.7180200815200806,0.34375,0,31,,
0.7408605813980103,0.375,0,32,,
0.7098163962364197,0.4453125,0,33,,
0.7383869290351868,0.28125,0,34,,
0.7377060651779175,0.3515625,0,35,,
0.7637033462524414,0.2734375,0,36,,
0.7277542352676392,0.2734375,1,37,,
0.7260819673538208,0.421875,1,38,,
0.7129747867584229,0.3828125,1,39,,
0.7340211272239685,0.390625,1,40,,
0.706307590007782,0.4375,1,41,,
0.7158970832824707,0.40625,1,42,,
0.7573720216751099,0.34375,1,43,,
0.7139235138893127,0.3671875,1,44,,
0.742874026298523,0.3515625,1,45,,
0.7369301319122314,0.2734375,1,46,,
0.702194333076477,0.4296875,1,47,,
0.7082356214523315,0.3671875,1,48,,
0.7203740477561951,0.3515625,1,49,,
0.7262821793556213,0.3203125,1,50,,
0.7299110293388367,0.34375,1,51,,
0.7317917943000793,0.34375,1,52,,
0.7060271501541138,0.3671875,1,53,,
0.7331305742263794,0.3203125,1,54,,
0.7190109491348267,0.359375,1,55,,
0.7095399498939514,0.375,1,56,,
0.7079429030418396,0.3984375,1,57,,
0.7278361916542053,0.34375,1,58,,
0.7178848385810852,0.3671875,1,59,,
0.708932638168335,0.3828125,1,60,,
0.729228675365448,0.3515625,1,61,,
0.7080044150352478,0.4375,1,62,,
0.709759533405304,0.3671875,1,63,,
0.7038060426712036,0.3828125,1,64,,
0.6964004039764404,0.3984375,1,65,,
0.7109065651893616,0.4453125,1,66,,
0.7088024020195007,0.40625,1,67,,
0.720649242401123,0.3671875,1,68,,
0.7189549803733826,0.34375,1,69,,
0.7027386426925659,0.390625,1,70,,
0.7335443496704102,0.3359375,1,71,,
0.7074142694473267,0.359375,1,72,,
0.7094810009002686,0.4375,1,73,,
0.7080472111701965,0.4296875,2,74,,
0.6821520924568176,0.4921875,2,75,,
0.7044039368629456,0.359375,2,76,,
0.7018440961837769,0.4375,2,77,,
0.6912437081336975,0.3984375,2,78,,
0.6967991590499878,0.4296875,2,79,,
0.6966637372970581,0.390625,2,80,,
0.7064167261123657,0.4296875,2,81,,
0.6664358377456665,0.5234375,2,82,,
0.6926466226577759,0.4375,2,83,,
0.682225227355957,0.5,2,84,,
0.6915932297706604,0.390625,2,85,,
0.6897544860839844,0.421875,2,86,,
0.6929137706756592,0.40625,2,87,,
0.6846403479576111,0.4609375,2,88,,
0.698326826095581,0.40625,2,89,,
0.6950486898422241,0.3984375,2,90,,
0.7158448696136475,0.3046875,2,91,,
0.6908793449401855,0.4453125,2,92,,
0.6743231415748596,0.4765625,2,93,,
0.6875429153442383,0.3828125,2,94,,
0.7038862109184265,0.3671875,2,95,,
0.6950473189353943,0.453125,2,96,,
0.6822559833526611,0.4609375,2,97,,
0.6734962463378906,0.5234375,2,98,,
0.6698789596557617,0.5234375,2,99,,
0.6847631335258484,0.453125,2,100,,
0.6736786365509033,0.4375,2,101,,
0.6938610076904297,0.4453125,2,102,,
0.6581187844276428,0.5625,2,103,,
0.6712726354598999,0.4921875,2,104,,
0.6687641739845276,0.4609375,2,105,,
0.67804354429245,0.5390625,2,106,,
0.6859568953514099,0.4296875,2,107,,
0.6726877093315125,0.4921875,2,108,,
0.6671525239944458,0.5234375,2,109,,
0.695790708065033,0.40625,2,110,,
0.6853331327438354,0.4453125,3,111,,
0.6631326079368591,0.5390625,3,112,,
0.6890662908554077,0.4765625,3,113,,
0.6807464361190796,0.484375,3,114,,
0.6645170450210571,0.484375,3,115,,
0.6579563617706299,0.5859375,3,116,,
0.6755874156951904,0.484375,3,117,,
0.650876522064209,0.5625,3,118,,
0.6890929341316223,0.453125,3,119,,
0.6772230267524719,0.46875,3,120,,
0.6544113755226135,0.5234375,3,121,,
0.6651871204376221,0.5390625,3,122,,
0.6653667688369751,0.53125,3,123,,
0.666054368019104,0.5234375,3,124,,
0.664960503578186,0.515625,3,125,,
0.668219804763794,0.515625,3,126,,
0.643653929233551,0.65625,3,127,,
0.6685791015625,0.4921875,3,128,,
0.6793678998947144,0.3984375,3,129,,
0.6651016473770142,0.5390625,3,130,,
0.6739013195037842,0.484375,3,131,,
0.6779203414916992,0.5234375,3,132,,
0.6655210256576538,0.53125,3,133,,
0.655197024345398,0.5625,3,134,,
0.6665812134742737,0.5390625,3,135,,
0.6805005073547363,0.4375,3,136,,
0.6741104125976562,0.46875,3,137,,
0.6592486500740051,0.6015625,3,138,,
0.6673049926757812,0.5859375,3,139,,
0.6620346903800964,0.5546875,3,140,,
0.6643645763397217,0.5390625,3,141,,
0.6666844487190247,0.5,3,142,,
0.6612576246261597,0.625,3,143,,
0.6684085726737976,0.5546875,3,144,,
0.6628141403198242,0.6015625,3,145,,
0.6604939699172974,0.5703125,3,146,,
0.6478866338729858,0.609375,3,147,,
0.6489293575286865,0.5546875,4,148,,
0.6587774753570557,0.5625,4,149,,
0.6493139863014221,0.59375,4,150,,
0.6488218903541565,0.5546875,4,151,,
0.6530541181564331,0.59375,4,152,,
0.6693902611732483,0.5234375,4,153,,
0.654396116733551,0.5703125,4,154,,
0.6508237719535828,0.5390625,4,155,,
0.6503658294677734,0.5234375,4,156,,
0.6524701714515686,0.6328125,4,157,,
0.6711564064025879,0.5703125,4,158,,
0.658755362033844,0.5703125,4,159,,
0.6580779552459717,0.6171875,4,160,,
0.6617388725280762,0.53125,4,161,,
0.6624173521995544,0.53125,4,162,,
0.6578952670097351,0.609375,4,163,,
0.655271589756012,0.578125,4,164,,
0.6634600758552551,0.53125,4,165,,
0.6510009169578552,0.6171875,4,166,,
0.6511276364326477,0.59375,4,167,,
0.6502864360809326,0.5625,4,168,,
0.6459672451019287,0.59375,4,169,,
0.6464875936508179,0.6328125,4,170,,
0.6585556268692017,0.59375,4,171,,
0.6598154306411743,0.578125,4,172,,
0.654388964176178,0.59375,4,173,,
0.6558547019958496,0.5625,4,174,,
0.6438165307044983,0.6328125,4,175,,
0.6493121385574341,0.640625,4,176,,
0.657411515712738,0.578125,4,177,,
0.6378874182701111,0.6171875,4,178,,
0.6362440586090088,0.6015625,4,179,,
0.6462321281433105,0.6015625,4,180,,
0.6437556743621826,0.59375,4,181,,
0.6603484749794006,0.5625,4,182,,
0.6515925526618958,0.6015625,4,183,,
0.6428213119506836,0.59375,4,184,,
,,4,185,0.6462080478668213,0.6038851141929626
