train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.6806954145431519,0.5546875,0,0,,
0.6695919632911682,0.5703125,0,1,,
0.7000268697738647,0.5703125,0,2,,
0.6699901819229126,0.5625,0,3,,
0.6676125526428223,0.640625,0,4,,
0.6734815835952759,0.5859375,0,5,,
0.6663674116134644,0.625,0,6,,
0.6606370210647583,0.6484375,0,7,,
0.6896539926528931,0.5546875,0,8,,
0.6583174467086792,0.5546875,0,9,,
0.6587636470794678,0.5703125,0,10,,
0.6656879186630249,0.5859375,0,11,,
0.6865172982215881,0.5390625,0,12,,
0.6739912033081055,0.5546875,0,13,,
0.6853427290916443,0.59375,0,14,,
0.6844979524612427,0.5390625,0,15,,
0.6643829345703125,0.59375,0,16,,
0.6663864850997925,0.578125,0,17,,
0.6665304899215698,0.6015625,0,18,,
0.6605141162872314,0.6171875,0,19,,
0.6675629615783691,0.6015625,0,20,,
0.671883225440979,0.5703125,0,21,,
0.6560328602790833,0.6015625,0,22,,
0.6773881316184998,0.5703125,0,23,,
0.6728277206420898,0.59375,0,24,,
0.6519325971603394,0.59375,0,25,,
0.6519582271575928,0.6484375,0,26,,
0.6392335295677185,0.6875,0,27,,
0.6693702936172485,0.6015625,0,28,,
0.6519529819488525,0.65625,0,29,,
0.6408582925796509,0.71875,0,30,,
0.6767470836639404,0.5625,0,31,,
0.636471152305603,0.625,0,32,,
0.657394289970398,0.5859375,0,33,,
0.6544589400291443,0.609375,0,34,,
0.6400017142295837,0.625,0,35,,
0.6495087742805481,0.6171875,0,36,,
0.6194303035736084,0.6953125,1,37,,
0.6218971014022827,0.6484375,1,38,,
0.6224397420883179,0.6875,1,39,,
0.6349030137062073,0.65625,1,40,,
0.6503365635871887,0.640625,1,41,,
0.646379292011261,0.6875,1,42,,
0.6233856678009033,0.671875,1,43,,
0.6294033527374268,0.6953125,1,44,,
0.6682726144790649,0.5703125,1,45,,
0.6106556057929993,0.75,1,46,,
0.6172868609428406,0.6875,1,47,,
0.6437007188796997,0.625,1,48,,
0.6283904314041138,0.6640625,1,49,,
0.6159523725509644,0.7265625,1,50,,
0.6521618366241455,0.671875,1,51,,
0.620227038860321,0.7265625,1,52,,
0.6127148866653442,0.71875,1,53,,
0.6669015288352966,0.5625,1,54,,
0.644673228263855,0.65625,1,55,,
0.6012565493583679,0.7265625,1,56,,
0.6244426369667053,0.75,1,57,,
0.6193499565124512,0.703125,1,58,,
0.6079104542732239,0.7578125,1,59,,
0.6392313241958618,0.6953125,1,60,,
0.6183533072471619,0.7421875,1,61,,
0.6456429362297058,0.6171875,1,62,,
0.6215077638626099,0.7421875,1,63,,
0.6202055811882019,0.7421875,1,64,,
0.6173560619354248,0.703125,1,65,,
0.630513072013855,0.734375,1,66,,
0.6567976474761963,0.65625,1,67,,
0.619667649269104,0.6875,1,68,,
0.6080018877983093,0.6796875,1,69,,
0.604351282119751,0.7734375,1,70,,
0.6340615749359131,0.6796875,1,71,,
0.5908743143081665,0.71875,1,72,,
0.6177151203155518,0.7578125,1,73,,
0.6176832318305969,0.703125,2,74,,
0.6002580523490906,0.765625,2,75,,
0.6105749011039734,0.7265625,2,76,,
0.6119073629379272,0.734375,2,77,,
0.580315887928009,0.75,2,78,,
0.6045622825622559,0.7578125,2,79,,
0.5931849479675293,0.796875,2,80,,
0.5980933904647827,0.78125,2,81,,
0.6060543060302734,0.78125,2,82,,
0.5870293378829956,0.7734375,2,83,,
0.5758150815963745,0.7890625,2,84,,
0.5679594874382019,0.8125,2,85,,
0.5913565158843994,0.8046875,2,86,,
0.5979318618774414,0.796875,2,87,,
0.6011635065078735,0.7734375,2,88,,
0.5934129953384399,0.78125,2,89,,
0.5587760210037231,0.8046875,2,90,,
0.5778871774673462,0.828125,2,91,,
0.5895498991012573,0.75,2,92,,
0.587016224861145,0.7421875,2,93,,
0.5972476601600647,0.78125,2,94,,
0.6008498072624207,0.75,2,95,,
0.5956394672393799,0.734375,2,96,,
0.6322160959243774,0.7421875,2,97,,
0.5844651460647583,0.796875,2,98,,
0.5573655366897583,0.7890625,2,99,,
0.5909112691879272,0.734375,2,100,,
0.5771523118019104,0.765625,2,101,,
0.5569185018539429,0.8203125,2,102,,
0.6092232465744019,0.7109375,2,103,,
0.5620571970939636,0.859375,2,104,,
0.5809012651443481,0.75,2,105,,
0.5599126219749451,0.796875,2,106,,
0.5542798638343811,0.828125,2,107,,
0.5769108533859253,0.7578125,2,108,,
0.604877233505249,0.7578125,2,109,,
0.580594539642334,0.7734375,2,110,,
0.55061274766922,0.8359375,3,111,,
0.5693846344947815,0.7734375,3,112,,
0.5677493810653687,0.8046875,3,113,,
0.5526456832885742,0.84375,3,114,,
0.5515543222427368,0.8203125,3,115,,
0.5768599510192871,0.7890625,3,116,,
0.5601788759231567,0.8046875,3,117,,
0.5634334087371826,0.8359375,3,118,,
0.5441923141479492,0.84375,3,119,,
0.5685874223709106,0.765625,3,120,,
0.5654569268226624,0.7890625,3,121,,
0.5779759287834167,0.8046875,3,122,,
0.5539392828941345,0.8125,3,123,,
0.5770184993743896,0.859375,3,124,,
0.563444972038269,0.8203125,3,125,,
0.5405612587928772,0.8125,3,126,,
0.575659990310669,0.7734375,3,127,,
0.5201348662376404,0.8828125,3,128,,
0.5382314920425415,0.8515625,3,129,,
0.529220700263977,0.828125,3,130,,
0.5227944254875183,0.8828125,3,131,,
0.5498445630073547,0.8359375,3,132,,
0.5670467019081116,0.796875,3,133,,
0.5591585636138916,0.78125,3,134,,
0.537219762802124,0.796875,3,135,,
0.562158465385437,0.7890625,3,136,,
0.5441645979881287,0.8046875,3,137,,
0.5619851350784302,0.7734375,3,138,,
0.5101854801177979,0.8515625,3,139,,
0.5508930683135986,0.8046875,3,140,,
0.5827897191047668,0.7578125,3,141,,
0.5231485962867737,0.8828125,3,142,,
0.5157316327095032,0.875,3,143,,
0.554953396320343,0.828125,3,144,,
0.5436581373214722,0.8203125,3,145,,
0.5363157987594604,0.84375,3,146,,
0.5161124467849731,0.8828125,3,147,,
0.5150065422058105,0.8203125,4,148,,
0.5432068705558777,0.8359375,4,149,,
0.5102140307426453,0.859375,4,150,,
0.5251468420028687,0.859375,4,151,,
0.5346672534942627,0.890625,4,152,,
0.5380841493606567,0.8359375,4,153,,
0.5169531106948853,0.8515625,4,154,,
0.5123135447502136,0.8359375,4,155,,
0.5315037965774536,0.8515625,4,156,,
0.5295799970626831,0.8671875,4,157,,
0.5461368560791016,0.796875,4,158,,
0.5830439925193787,0.7734375,4,159,,
0.5423377752304077,0.8125,4,160,,
0.49135446548461914,0.859375,4,161,,
0.5383012294769287,0.828125,4,162,,
0.5243522524833679,0.8515625,4,163,,
0.5100657939910889,0.8125,4,164,,
0.4694194197654724,0.890625,4,165,,
0.5339875221252441,0.8515625,4,166,,
0.522814929485321,0.859375,4,167,,
0.5114679336547852,0.890625,4,168,,
0.5087478160858154,0.8828125,4,169,,
0.517871618270874,0.8359375,4,170,,
0.4569980800151825,0.9609375,4,171,,
0.5213440656661987,0.8671875,4,172,,
0.5061576962471008,0.8515625,4,173,,
0.5086470246315002,0.8515625,4,174,,
0.48591339588165283,0.875,4,175,,
0.5145487189292908,0.84375,4,176,,
0.47529545426368713,0.890625,4,177,,
0.49288299679756165,0.8984375,4,178,,
0.47733914852142334,0.8984375,4,179,,
0.49690335988998413,0.90625,4,180,,
0.5005669593811035,0.859375,4,181,,
0.5199262499809265,0.84375,4,182,,
0.4721159338951111,0.875,4,183,,
0.5035092830657959,0.828125,4,184,,
,,4,185,0.4947853684425354,0.8737331032752991
